cantera_name,T_split_K,rmse_J_mol,max_abs_residual_J_mol,mean_abs_residual_J_mol
Adenine(aq),500.0,243.58708961652286,1070.5087624197186,115.93483856044354
C2H2(aq),500.0,119.79661012952049,496.3624342039693,60.96199135095384
Cytosine(aq),500.0,28.565899517570987,131.84994850348448,12.631827688870256
H2O(l),500.0,0.06650724727054394,0.28555287353810854,0.041750089056318086
HCN(aq),500.0,27.365040763133887,116.21344468989992,13.693680050751075
NH3(aq),500.0,13.482134945567996,55.35188740657759,7.0470430057815205
