case_id,study_id,substudy_id,target_product,target_variant,H2O_mol,HCN_mol,C2H2_mol,NH3_mol,C2H2_over_HCN,deltaG_offset_kJ_mol,T_C,P_Pa,scenario_id,model_id,case_hash
TYR_INV_000001,tyrosine,inventory_landscape,Tyrosine(aq),Tyrosine(aq),1.0,0.02,0.042,0.01,2.1,0.0,0.0,101325.0,TYR_INV_000001,M_c4511b9cf656,0634ad2061ebc57c
TYR_INV_000002,tyrosine,inventory_landscape,Tyrosine(aq),Tyrosine(aq),1.0,0.02,0.042,0.02,2.1,0.0,0.0,101325.0,TYR_INV_000002,M_c4511b9cf656,d77674fde6cdf188
TYR_INV_000003,tyrosine,inventory_landscape,Tyrosine(aq),Tyrosine(aq),1.0,0.02,0.042,0.03,2.1,0.0,0.0,101325.0,TYR_INV_000003,M_c4511b9cf656,22e946ec3fab5dc2
TYR_INV_000004,tyrosine,inventory_landscape,Tyrosine(aq),Tyrosine(aq),1.0,0.02,0.042,0.04,2.1,0.0,0.0,101325.0,TYR_INV_000004,M_c4511b9cf656,8c758d0da3f5cea7
TYR_INV_000005,tyrosine,inventory_landscape,Tyrosine(aq),Tyrosine(aq),1.0,0.02,0.042,0.05,2.1,0.0,0.0,101325.0,TYR_INV_000005,M_c4511b9cf656,b225a8163d1c5bdc
TYR_INV_000006,tyrosine,inventory_landscape,Tyrosine(aq),Tyrosine(aq),1.0,0.02,0.042,0.1,2.1,0.0,0.0,101325.0,TYR_INV_000006,M_c4511b9cf656,8c11ec10519e0de8
TYR_DG_000001,tyrosine,deltaG_sweep,Tyrosine(aq),Tyrosine__dG_m200(aq),1.0,0.02,0.042,0.05,2.1,-200.0,0.0,101325.0,TYR_DG_000001,M_200a70ea9867,0f51e3e53faf722c
TYR_DG_000002,tyrosine,deltaG_sweep,Tyrosine(aq),Tyrosine__dG_m160(aq),1.0,0.02,0.042,0.05,2.1,-160.0,0.0,101325.0,TYR_DG_000002,M_252f7d56235c,ecc266d52c2fed16
TYR_DG_000003,tyrosine,deltaG_sweep,Tyrosine(aq),Tyrosine__dG_m120(aq),1.0,0.02,0.042,0.05,2.1,-120.0,0.0,101325.0,TYR_DG_000003,M_dfd7fa5cee5b,fa3775906fcf6553
TYR_DG_000004,tyrosine,deltaG_sweep,Tyrosine(aq),Tyrosine__dG_m080(aq),1.0,0.02,0.042,0.05,2.1,-80.0,0.0,101325.0,TYR_DG_000004,M_e7a079567d19,3c90f551d1c5d0a4
TYR_DG_000005,tyrosine,deltaG_sweep,Tyrosine(aq),Tyrosine__dG_m040(aq),1.0,0.02,0.042,0.05,2.1,-40.0,0.0,101325.0,TYR_DG_000005,M_4fd84227a7ac,f93e868064a31472
TYR_DG_000006,tyrosine,deltaG_sweep,Tyrosine(aq),Tyrosine__dG_000(aq),1.0,0.02,0.042,0.05,2.1,0.0,0.0,101325.0,TYR_DG_000006,M_5b10d8493b91,7f8fc595011dcc56
TYR_DG_000007,tyrosine,deltaG_sweep,Tyrosine(aq),Tyrosine__dG_p040(aq),1.0,0.02,0.042,0.05,2.1,40.0,0.0,101325.0,TYR_DG_000007,M_52275a20295e,a16adbb94e37cb75
TYR_DG_000008,tyrosine,deltaG_sweep,Tyrosine(aq),Tyrosine__dG_p080(aq),1.0,0.02,0.042,0.05,2.1,80.0,0.0,101325.0,TYR_DG_000008,M_28ddbb2cc30e,f6fc2490fde94594
TYR_DG_000009,tyrosine,deltaG_sweep,Tyrosine(aq),Tyrosine__dG_p120(aq),1.0,0.02,0.042,0.05,2.1,120.0,0.0,101325.0,TYR_DG_000009,M_c05a431ca2c1,0ee99c0ccbfc6ded
TYR_DG_000010,tyrosine,deltaG_sweep,Tyrosine(aq),Tyrosine__dG_p160(aq),1.0,0.02,0.042,0.05,2.1,160.0,0.0,101325.0,TYR_DG_000010,M_9572367f6d1a,1ef747e68ec7c0af
TYR_DG_000011,tyrosine,deltaG_sweep,Tyrosine(aq),Tyrosine__dG_p200(aq),1.0,0.02,0.042,0.05,2.1,200.0,0.0,101325.0,TYR_DG_000011,M_41ab90b18883,d91ad8c5dd751c79
