case_id,scenario_id,model_id,yaml_path,target_product,target_variant,T_C,P_Pa,case_hash,status,runtime_seconds,error_message
PRO_INV_000001,PRO_INV_000001,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,29ccafa1cc158cff,ok,0.00665791699429974,
PRO_INV_000002,PRO_INV_000002,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,8ba87a36c9147e20,ok,0.0013749999925494194,
PRO_INV_000003,PRO_INV_000003,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,b52eff3058e74e98,ok,0.0010851669940166175,
PRO_INV_000004,PRO_INV_000004,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,a62e9f4cf9ae3513,ok,0.0010229999898001552,
PRO_INV_000005,PRO_INV_000005,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,f7cc1fb7ba442cb1,ok,0.0015696659975219518,
PRO_INV_000006,PRO_INV_000006,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,c1473fe49029e3e4,ok,0.0011102919961558655,
PRO_INV_000007,PRO_INV_000007,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,41dde55039592c50,ok,0.0010509999992791563,
PRO_INV_000008,PRO_INV_000008,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,5f052389de12b442,ok,0.0012711659946944565,
PRO_INV_000009,PRO_INV_000009,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,33a6888291724145,ok,0.0010584999981801957,
PRO_INV_000010,PRO_INV_000010,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,b347af251e591a4f,ok,0.0010114999895449728,
PRO_INV_000011,PRO_INV_000011,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,3b14fe915c4d4afd,ok,0.0011076670052716509,
PRO_INV_000012,PRO_INV_000012,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,3fb147bc3c2976ef,ok,0.001037249996443279,
PRO_INV_000013,PRO_INV_000013,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,fdaa6a5b90e699aa,ok,0.0009825000015553087,
PRO_INV_000014,PRO_INV_000014,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,dedbc072b38e7fcc,ok,0.0010354580008424819,
PRO_INV_000015,PRO_INV_000015,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,a2d866789644b335,ok,0.001007833008770831,
PRO_INV_000016,PRO_INV_000016,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,e17ce86da425e1fe,ok,0.0011090830084867775,
PRO_INV_000017,PRO_INV_000017,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,ea17270f0007c47c,ok,0.0010283330047968775,
PRO_INV_000018,PRO_INV_000018,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,40d7d02fc44b8f28,ok,0.0010213329951511696,
PRO_INV_000019,PRO_INV_000019,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,5aaa24ac9a9e83f1,ok,0.0011540830018930137,
PRO_INV_000020,PRO_INV_000020,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,529b870da2d6c03b,ok,0.0009930829983204603,
PRO_INV_000021,PRO_INV_000021,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,d8c1a6e69d5a4a87,ok,0.0009735000057844445,
PRO_INV_000022,PRO_INV_000022,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,02fb0dc5e9ceb125,ok,0.0012662079971050844,
PRO_INV_000023,PRO_INV_000023,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,1ce6ea43fa9e3c7b,ok,0.0010200419928878546,
PRO_INV_000024,PRO_INV_000024,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,6721c606415124e2,ok,0.0009783750138012692,
PRO_INV_000025,PRO_INV_000025,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,bb7c67352b95b3da,ok,0.0010532500018598512,
PRO_INV_000026,PRO_INV_000026,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,3ae79d84bdaa0a35,ok,0.0009949169907486066,
PRO_INV_000027,PRO_INV_000027,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,8b9156ea3a3f886d,ok,0.0010325000039301813,
PRO_INV_000028,PRO_INV_000028,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,da75099753b4f345,ok,0.0010451669950271025,
PRO_INV_000029,PRO_INV_000029,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,bafea2dfec8f63dd,ok,0.0010062919900519773,
PRO_INV_000030,PRO_INV_000030,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,8eb7c730819bef93,ok,0.0009875830000964925,
PRO_INV_000031,PRO_INV_000031,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,abb266a2bc6b5e46,ok,0.0010451249981997535,
PRO_INV_000032,PRO_INV_000032,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,5d9edeedfccbe806,ok,0.001001000011456199,
PRO_INV_000033,PRO_INV_000033,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,9c6488a2f7e54015,ok,0.0009855420066742226,
PRO_INV_000034,PRO_INV_000034,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,0147cf91b0e66aca,ok,0.0010198329982813448,
PRO_INV_000035,PRO_INV_000035,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,890618d817831505,ok,0.0009642080112826079,
PRO_INV_000036,PRO_INV_000036,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,e2a8d196c2f8e32b,ok,0.0010239579860353842,
PRO_INV_000037,PRO_INV_000037,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,2bc371cb317889ab,ok,0.0009694580076029524,
PRO_INV_000038,PRO_INV_000038,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,475b9045d6ae0b77,ok,0.0009590839908923954,
PRO_INV_000039,PRO_INV_000039,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,d8f5cb0aad2b0ec1,ok,0.0010443329956615344,
PRO_INV_000040,PRO_INV_000040,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,579fc1830beffa33,ok,0.0009825000015553087,
PRO_INV_000041,PRO_INV_000041,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,48bd0d5e3d64bb7c,ok,0.0009877920092549175,
PRO_INV_000042,PRO_INV_000042,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,bd8cf6352f3cac4c,ok,0.0010206250008195639,
PRO_INV_000043,PRO_INV_000043,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,7ddc10cc8fafa365,ok,0.0009733750048326328,
PRO_INV_000044,PRO_INV_000044,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,aa4d168507d849e2,ok,0.0009985420037992299,
PRO_INV_000045,PRO_INV_000045,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,7ec71f83fc620c8a,ok,0.0010320830042473972,
PRO_INV_000046,PRO_INV_000046,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,f36828caa7127cf4,ok,0.0010350000084144995,
PRO_INV_000047,PRO_INV_000047,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,b90fb9157f9a3b3b,ok,0.0012270829902263358,
PRO_INV_000048,PRO_INV_000048,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,f68480e8573fdd6b,ok,0.0009775000071385875,
PRO_INV_000049,PRO_INV_000049,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,c878ba023557cc2a,ok,0.0009652080043451861,
PRO_INV_000050,PRO_INV_000050,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,9f79672e8e648a31,ok,0.0010392080002930015,
PRO_INV_000051,PRO_INV_000051,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,0f26fc2c7f3a73cd,ok,0.0009494169935351238,
PRO_INV_000052,PRO_INV_000052,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,cd026fb2e4e569e1,ok,0.0009784160065464675,
PRO_INV_000053,PRO_INV_000053,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,0e55bb0f462d32da,ok,0.0010062080109491944,
PRO_INV_000054,PRO_INV_000054,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,96abae0034245760,ok,0.0009692090097814798,
PRO_INV_000055,PRO_INV_000055,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,ba8a77d9c43dfba3,ok,0.0009540419996483251,
PRO_INV_000056,PRO_INV_000056,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,c0dc6d412f102dcb,ok,0.001036832996760495,
PRO_INV_000057,PRO_INV_000057,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,c6cfedb5c8fb86cf,ok,0.0009962079930119216,
PRO_INV_000058,PRO_INV_000058,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,225993a14306a0ef,ok,0.0010599579982226714,
PRO_INV_000059,PRO_INV_000059,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,8e2a37c6ecfbdf44,ok,0.0009669999999459833,
PRO_INV_000060,PRO_INV_000060,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,ad5a57624d27cb58,ok,0.0009681250085122883,
PRO_INV_000061,PRO_INV_000061,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,760c443e62a885a2,ok,0.001071291000698693,
PRO_INV_000062,PRO_INV_000062,M_ca07d559b188,models/M_ca07d559b188.yaml,Proline(aq),Proline(aq),0.0,101325.0,d7f5ad28d84755f3,ok,0.0009662079974077642,
