species_key,cantera_name,chnosz_name,formula,state,T_C,T_K,G_J_mol,source,extraction_date_utc,notes
nh3,NH3(aq),NH3,H3N,aq,100.0,373.15,-35500.20243885794,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,110.0,383.15,-36773.421655123406,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,120.0,393.15,-38068.77425621196,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,130.0,403.15,-39385.74332372189,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,140.0,413.15,-40723.82411360915,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,150.0,423.15,-42082.52638179243,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,160.0,433.15,-43461.37649802073,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,170.0,443.15,-44859.919610099445,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,180.0,453.15,-46277.72207808103,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,190.0,463.15,-47714.37439253524,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,200.0,473.15,-49169.49481007917,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,210.0,483.15,-50642.73401718008,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,220.0,493.15,-52133.78121127977,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,230.0,503.15,-53642.372187188266,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,240.0,513.15,-55168.30028094183,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,250.0,523.15,-56711.43148509258,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,260.0,533.15,-58271.72580493533,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,270.0,543.15,-59849.268261935926,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,280.0,553.15,-61444.3152861257,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,290.0,563.15,-63057.36672061576,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,300.0,573.15,-64689.28251069984,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,310.0,583.15,-66341.48206520136,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,320.0,593.15,-68016.30820211566,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,330.0,603.15,-69717.75138641094,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,340.0,613.15,-71453.07142053702,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,350.0,623.15,-73237.10940922065,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,360.0,633.15,-75107.54501929163,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
nh3,NH3(aq),NH3,H3N,aq,370.0,643.15,-77244.54363139767,seeded validation CSV,2026-06-17T20:07:55.049842+00:00,seeded from example_validation_gibbs.csv
