scenario,model_mode,yaml_file,target_product,T_C,T_K,P_Pa,species,X_initial,X_eq,initial_moles,solver_status,error_message,case_id,model_id,target_variant,runtime_seconds,study_id,substudy_id,H2O_mol,HCN_mol,C2H2_mol,NH3_mol,C2H2_over_HCN,deltaG_offset_kJ_mol
HIS_INV_000001,single_product_sensitivity,M_3d28fa691bc3.yaml,Histidine(aq),0.0,273.15,101325.0,H2O(l),0.9328358208955223,0.95,1.0,ok,,HIS_INV_000001,M_3d28fa691bc3,Histidine(aq),0.00729191699065268,histidine,inventory_landscape,1.0,0.02,0.042,0.01,2.1,0.0
HIS_INV_000001,single_product_sensitivity,M_3d28fa691bc3.yaml,Histidine(aq),0.0,273.15,101325.0,HCN(aq),0.018656716417910446,6.270063133313208e-26,0.02,ok,,HIS_INV_000001,M_3d28fa691bc3,Histidine(aq),0.00729191699065268,histidine,inventory_landscape,1.0,0.02,0.042,0.01,2.1,0.0
HIS_INV_000001,single_product_sensitivity,M_3d28fa691bc3.yaml,Histidine(aq),0.0,273.15,101325.0,C2H2(aq),0.03917910447761194,0.0326923076923077,0.042,ok,,HIS_INV_000001,M_3d28fa691bc3,Histidine(aq),0.00729191699065268,histidine,inventory_landscape,1.0,0.02,0.042,0.01,2.1,0.0
HIS_INV_000001,single_product_sensitivity,M_3d28fa691bc3.yaml,Histidine(aq),0.0,273.15,101325.0,NH3(aq),0.009328358208955223,0.011538461538461537,0.01,ok,,HIS_INV_000001,M_3d28fa691bc3,Histidine(aq),0.00729191699065268,histidine,inventory_landscape,1.0,0.02,0.042,0.01,2.1,0.0
HIS_INV_000001,single_product_sensitivity,M_3d28fa691bc3.yaml,Histidine(aq),0.0,273.15,101325.0,Histidine(aq),0.0,0.0057692307692307696,0.0,ok,,HIS_INV_000001,M_3d28fa691bc3,Histidine(aq),0.00729191699065268,histidine,inventory_landscape,1.0,0.02,0.042,0.01,2.1,0.0
HIS_INV_000002,single_product_sensitivity,M_3d28fa691bc3.yaml,Histidine(aq),0.0,273.15,101325.0,H2O(l),0.9242144177449167,0.940952380952381,1.0,ok,,HIS_INV_000002,M_3d28fa691bc3,Histidine(aq),0.001129541007685475,histidine,inventory_landscape,1.0,0.02,0.042,0.02,2.1,0.0
HIS_INV_000002,single_product_sensitivity,M_3d28fa691bc3.yaml,Histidine(aq),0.0,273.15,101325.0,HCN(aq),0.018484288354898334,6.700228797334719e-26,0.02,ok,,HIS_INV_000002,M_3d28fa691bc3,Histidine(aq),0.001129541007685475,histidine,inventory_landscape,1.0,0.02,0.042,0.02,2.1,0.0
HIS_INV_000002,single_product_sensitivity,M_3d28fa691bc3.yaml,Histidine(aq),0.0,273.15,101325.0,C2H2(aq),0.038817005545286505,0.032380952380952385,0.042,ok,,HIS_INV_000002,M_3d28fa691bc3,Histidine(aq),0.001129541007685475,histidine,inventory_landscape,1.0,0.02,0.042,0.02,2.1,0.0
HIS_INV_000002,single_product_sensitivity,M_3d28fa691bc3.yaml,Histidine(aq),0.0,273.15,101325.0,NH3(aq),0.018484288354898334,0.020952380952380955,0.02,ok,,HIS_INV_000002,M_3d28fa691bc3,Histidine(aq),0.001129541007685475,histidine,inventory_landscape,1.0,0.02,0.042,0.02,2.1,0.0
HIS_INV_000002,single_product_sensitivity,M_3d28fa691bc3.yaml,Histidine(aq),0.0,273.15,101325.0,Histidine(aq),0.0,0.005714285714285714,0.0,ok,,HIS_INV_000002,M_3d28fa691bc3,Histidine(aq),0.001129541007685475,histidine,inventory_landscape,1.0,0.02,0.042,0.02,2.1,0.0
HIS_INV_000003,single_product_sensitivity,M_3d28fa691bc3.yaml,Histidine(aq),0.0,273.15,101325.0,H2O(l),0.9157509157509157,0.9320754716981132,1.0,ok,,HIS_INV_000003,M_3d28fa691bc3,Histidine(aq),0.0010345830087317154,histidine,inventory_landscape,1.0,0.02,0.042,0.03,2.1,0.0
HIS_INV_000003,single_product_sensitivity,M_3d28fa691bc3.yaml,Histidine(aq),0.0,273.15,101325.0,HCN(aq),0.018315018315018312,6.995718128655368e-26,0.02,ok,,HIS_INV_000003,M_3d28fa691bc3,Histidine(aq),0.0010345830087317154,histidine,inventory_landscape,1.0,0.02,0.042,0.03,2.1,0.0
HIS_INV_000003,single_product_sensitivity,M_3d28fa691bc3.yaml,Histidine(aq),0.0,273.15,101325.0,C2H2(aq),0.038461538461538464,0.03207547169811322,0.042,ok,,HIS_INV_000003,M_3d28fa691bc3,Histidine(aq),0.0010345830087317154,histidine,inventory_landscape,1.0,0.02,0.042,0.03,2.1,0.0
HIS_INV_000003,single_product_sensitivity,M_3d28fa691bc3.yaml,Histidine(aq),0.0,273.15,101325.0,NH3(aq),0.02747252747252747,0.03018867924528302,0.03,ok,,HIS_INV_000003,M_3d28fa691bc3,Histidine(aq),0.0010345830087317154,histidine,inventory_landscape,1.0,0.02,0.042,0.03,2.1,0.0
