amino_acid,NH3_frac,source_batch,ratio_snap,X_eq,log10_X_eq,formation_call,n_eq_mol,HCN_mol,C2H2_mol,yield_fraction_HCN,yield_pct_HCN
glycine,0.0,A_no_nh3,2.083333333333333,0.0,,below_threshold,0.0,0.02,0.0416666666666666,0.0,0.0
glycine,0.01,B_nh3,2.083333333333333,0.0144694533762057,-1.8395478752514964,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.0158333333333333,B_nh3,2.083333333333333,0.014388489208633,-1.8419848045901168,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.0216666666666666,B_nh3,2.083333333333333,0.0143084260731319,-1.8444081360059457,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.0274999999999999,B_nh3,2.083333333333333,0.0142292490118577,-1.846818020408531,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.0333333333333333,B_nh3,2.083333333333333,0.0141509433962264,-1.8492146062090893,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.0391666666666666,B_nh3,2.083333333333333,0.0140734949179046,-1.851598039375348,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.045,B_nh3,2.083333333333333,0.0139968895800933,-1.8539684634848976,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.0508333333333333,B_nh3,2.083333333333333,0.0139211136890951,-1.8563260197770888,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.0566666666666666,B_nh3,2.083333333333333,0.0138461538461538,-1.8586708472035325,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.0624999999999999,B_nh3,2.083333333333333,0.0137719969395562,-1.8610030824772397,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.0683333333333333,B_nh3,2.083333333333333,0.0136986301369863,-1.863322860120456,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.0741666666666666,B_nh3,2.083333333333333,0.0136260408781226,-1.865630312511222,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.0799999999999999,B_nh3,2.083333333333333,0.0135542168674698,-1.8679255699286952,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.0858333333333333,B_nh3,2.083333333333333,0.0134831460674157,-1.870208760597289,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.0916666666666666,B_nh3,2.083333333333333,0.0134128166915052,-1.872480010729668,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.0974999999999999,B_nh3,2.083333333333333,0.0133432171979243,-1.874739444568601,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.1033333333333333,B_nh3,2.083333333333333,0.0132743362831858,-1.87698718442774,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.1091666666666666,B_nh3,2.083333333333333,0.0132061628760088,-1.879223350731368,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.1149999999999999,B_nh3,2.083333333333333,0.0131386861313868,-1.8814480620531029,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.1208333333333333,B_nh3,2.083333333333333,0.0130718954248366,-1.8836614351536176,significant,0.015,0.02,0.0416666666666666,0.75,75.0
glycine,0.1266666666666666,B_nh3,2.083333333333333,0.0130057803468208,-1.8858635850174328,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.1324999999999999,B_nh3,2.083333333333333,0.01294033069734,-1.8880546248887415,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.1383333333333333,B_nh3,2.083333333333333,0.0128755364806866,-1.89023466630636,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.1441666666666666,B_nh3,2.083333333333333,0.0128113879003558,-1.892403819137795,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
glycine,0.15,B_nh3,2.083333333333333,0.0127478753541076,-1.8945621916124809,significant,0.0149999999999999,0.02,0.0416666666666666,0.749999999999995,74.9999999999995
histidine,0.0,A_no_nh3,2.083333333333333,0.0,,below_threshold,0.0,0.02,0.0416666666666666,0.0,0.0
histidine,0.01,B_nh3,2.083333333333333,0.005771080474511,-2.238742869653842,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.0158333333333333,B_nh3,2.083333333333333,0.0057388809182209,-2.2411727867700506,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.0216666666666666,B_nh3,2.083333333333333,0.0057070386810399,-2.243589183889582,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.0274999999999999,B_nh3,2.083333333333333,0.0056755478480214,-2.24599221063018,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.0333333333333333,B_nh3,2.083333333333333,0.0056444026340545,-2.2483820141396578,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.0391666666666666,B_nh3,2.083333333333333,0.0056135973803212,-2.250758739149953,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.045,B_nh3,2.083333333333333,0.0055831265508684,-2.253122528029753,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.0508333333333333,B_nh3,2.083333333333333,0.0055529847292919,-2.255473520835624,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.0566666666666666,B_nh3,2.083333333333333,0.0055231666155262,-2.2578118553618407,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.0624999999999999,B_nh3,2.083333333333333,0.0054936670227376,-2.2601376671888573,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.0683333333333333,B_nh3,2.083333333333333,0.0054644808743169,-2.262451089730433,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.0741666666666666,B_nh3,2.083333333333333,0.0054356032009663,-2.2647522542796032,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.0799999999999999,B_nh3,2.083333333333333,0.0054070291378792,-2.2670412900533647,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.0858333333333333,B_nh3,2.083333333333333,0.005378753922008,-2.2693183242362185,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.0916666666666666,B_nh3,2.083333333333333,0.0053507728894173,-2.271583482022573,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.0974999999999999,B_nh3,2.083333333333333,0.0053230814727192,-2.273836886658056,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.1033333333333333,B_nh3,2.083333333333333,0.0052956751985878,-2.2760786594797557,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.1091666666666666,B_nh3,2.083333333333333,0.0052685496853505,-2.2783089199554003,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.1149999999999999,B_nh3,2.083333333333333,0.0052417006406522,-2.2805277857216,significant,0.0059999999999998,0.02,0.0416666666666666,0.29999999999999,29.999999999998998
histidine,0.1208333333333333,B_nh3,2.083333333333333,0.0052151238591916,-2.282735372621023,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.1266666666666666,B_nh3,2.083333333333333,0.0051888152205246,-2.2849317947387577,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.1324999999999999,B_nh3,2.083333333333333,0.0051627706869353,-2.2871171644376327,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.1383333333333333,B_nh3,2.083333333333333,0.0051369863013698,-2.2892915923927424,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.1441666666666666,B_nh3,2.083333333333333,0.0051114581854323,-2.291455187625048,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
histidine,0.15,B_nh3,2.083333333333333,0.0050861825374399,-2.2936080575342137,significant,0.0059999999999999,0.02,0.0416666666666666,0.299999999999995,29.9999999999995
isoleucine,0.0,A_no_nh3,2.083333333333333,0.0,,below_threshold,0.0,0.02,0.0416666666666666,0.0,0.0
isoleucine,0.01,B_nh3,2.083333333333333,0.0097879282218597,-2.009309224134772,significant,0.0099999999999999,0.02,0.0416666666666666,0.49999999999999495,49.999999999999496
isoleucine,0.0158333333333333,B_nh3,2.083333333333333,0.0137779002480022,-1.8608169638645375,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.0216666666666666,B_nh3,2.083333333333333,0.0136986301369862,-1.8633228601204592,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.0274999999999999,B_nh3,2.083333333333333,0.0136202669572323,-1.8658143801679696,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.0333333333333333,B_nh3,2.083333333333333,0.013542795232936,-1.8682916880178584,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.0391666666666666,B_nh3,2.083333333333333,0.0134661998384056,-1.87075494489014,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.045,B_nh3,2.083333333333333,0.0133904659882163,-1.873204309277044,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.0508333333333333,B_nh3,2.083333333333333,0.0133155792276964,-1.8756399370041683,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.0566666666666666,B_nh3,2.083333333333333,0.0132415254237288,-1.878061981290013,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.0624999999999999,B_nh3,2.083333333333333,0.0131682907558598,-1.8804705928037813,significant,0.0138888888888887,0.02,0.0416666666666666,0.694444444444435,69.4444444444435
isoleucine,0.0683333333333333,B_nh3,2.083333333333333,0.0130958617077003,-1.8828659197216315,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.0741666666666666,B_nh3,2.083333333333333,0.013024225058609,-1.8852481077813863,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.0799999999999999,B_nh3,2.083333333333333,0.0129533678756476,-1.8876173003357384,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.0858333333333333,B_nh3,2.083333333333333,0.0128832775057974,-1.889973638403999,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.0916666666666666,B_nh3,2.083333333333333,0.0128139415684264,-1.892317260722482,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.0974999999999999,B_nh3,2.083333333333333,0.0127453479479989,-1.89464830379352,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.1033333333333333,B_nh3,2.083333333333333,0.0126774847870182,-1.8969669019331568,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.1091666666666666,B_nh3,2.083333333333333,0.0126103404791929,-1.8992731873176047,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.1149999999999999,B_nh3,2.083333333333333,0.0125439036628198,-1.9015672900284524,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.1208333333333333,B_nh3,2.083333333333333,0.0124781632143748,-1.9038493380966823,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.1266666666666666,B_nh3,2.083333333333333,0.0124131082423038,-1.906119457545564,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.1324999999999999,B_nh3,2.083333333333333,0.0123487280810076,-1.9083777724323965,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.1383333333333333,B_nh3,2.083333333333333,0.0122850122850122,-1.9106244048892045,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.1441666666666666,B_nh3,2.083333333333333,0.0122219506233194,-1.9128594751623575,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
isoleucine,0.15,B_nh3,2.083333333333333,0.0121595330739299,-1.9150831016512029,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.0,A_no_nh3,2.083333333333333,0.0,,below_threshold,0.0,0.02,0.0416666666666666,0.0,0.0
leucine,0.01,B_nh3,2.083333333333333,0.0097879282218597,-2.009309224134772,significant,0.0099999999999999,0.02,0.0416666666666666,0.49999999999999495,49.999999999999496
leucine,0.0158333333333333,B_nh3,2.083333333333333,0.0137779002480022,-1.8608169638645375,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.0216666666666666,B_nh3,2.083333333333333,0.0136986301369862,-1.8633228601204592,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.0274999999999999,B_nh3,2.083333333333333,0.0136202669572323,-1.8658143801679696,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.0333333333333333,B_nh3,2.083333333333333,0.013542795232936,-1.8682916880178584,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.0391666666666666,B_nh3,2.083333333333333,0.0134661998384056,-1.87075494489014,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.045,B_nh3,2.083333333333333,0.0133904659882163,-1.873204309277044,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.0508333333333333,B_nh3,2.083333333333333,0.0133155792276964,-1.8756399370041683,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.0566666666666666,B_nh3,2.083333333333333,0.0132415254237288,-1.878061981290013,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.0624999999999999,B_nh3,2.083333333333333,0.0131682907558598,-1.8804705928037813,significant,0.0138888888888887,0.02,0.0416666666666666,0.694444444444435,69.4444444444435
leucine,0.0683333333333333,B_nh3,2.083333333333333,0.0130958617077003,-1.8828659197216315,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.0741666666666666,B_nh3,2.083333333333333,0.013024225058609,-1.8852481077813863,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.0799999999999999,B_nh3,2.083333333333333,0.0129533678756476,-1.8876173003357384,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.0858333333333333,B_nh3,2.083333333333333,0.0128832775057974,-1.889973638403999,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.0916666666666666,B_nh3,2.083333333333333,0.0128139415684264,-1.892317260722482,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.0974999999999999,B_nh3,2.083333333333333,0.0127453479479989,-1.89464830379352,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.1033333333333333,B_nh3,2.083333333333333,0.0126774847870182,-1.8969669019331568,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.1091666666666666,B_nh3,2.083333333333333,0.0126103404791929,-1.8992731873176047,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.1149999999999999,B_nh3,2.083333333333333,0.0125439036628198,-1.9015672900284524,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.1208333333333333,B_nh3,2.083333333333333,0.0124781632143748,-1.9038493380966823,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.1266666666666666,B_nh3,2.083333333333333,0.0124131082423038,-1.906119457545564,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.1324999999999999,B_nh3,2.083333333333333,0.0123487280810076,-1.9083777724323965,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.1383333333333333,B_nh3,2.083333333333333,0.0122850122850122,-1.9106244048892045,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.1441666666666666,B_nh3,2.083333333333333,0.0122219506233194,-1.9128594751623575,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
leucine,0.15,B_nh3,2.083333333333333,0.0121595330739299,-1.9150831016512029,significant,0.0138888888888888,0.02,0.0416666666666666,0.69444444444444,69.444444444444
lysine,0.0,A_no_nh3,2.083333333333333,0.0,,below_threshold,0.0,0.02,0.0416666666666666,0.0,0.0
lysine,0.01,B_nh3,2.083333333333333,0.0072874493927125,-2.1374244481563625,significant,0.0074999999999999,0.02,0.0416666666666666,0.374999999999995,37.4999999999995
lysine,0.0158333333333333,B_nh3,2.083333333333333,0.0117550010311404,-1.9297773284430344,significant,0.0118749999999999,0.02,0.0416666666666666,0.593749999999995,59.3749999999995
lysine,0.0216666666666666,B_nh3,2.083333333333333,0.0157068062827225,-1.8039121125280653,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.0274999999999999,B_nh3,2.083333333333333,0.0156152404747033,-1.8064513232472623,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.0333333333333333,B_nh3,2.083333333333333,0.0155247360794866,-1.808975774094821,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.0391666666666666,B_nh3,2.083333333333333,0.0154352747478905,-1.8114856356713065,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.045,B_nh3,2.083333333333333,0.0153468385512584,-1.813981075636473,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.0508333333333333,B_nh3,2.083333333333333,0.0152594099694811,-1.8164622587764567,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.0566666666666666,B_nh3,2.083333333333333,0.0151729718794254,-1.8189293470690784,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.0624999999999999,B_nh3,2.083333333333333,0.0150875075437537,-1.8213824997473007,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.0683333333333333,B_nh3,2.083333333333333,0.01500300060012,-1.8238218733608909,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.0741666666666666,B_nh3,2.083333333333333,0.014919435050726,-1.8262476218363772,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.0799999999999999,B_nh3,2.083333333333333,0.0148367952522255,-1.8286598965353205,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.0858333333333333,B_nh3,2.083333333333333,0.014755065905961,-1.831058846311005,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.0916666666666666,B_nh3,2.083333333333333,0.0146742320485227,-1.83344461756354,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.0974999999999999,B_nh3,2.083333333333333,0.0145942790426153,-1.8358173542934728,significant,0.015625,0.02,0.0416666666666666,0.78125,78.125
lysine,0.1033333333333333,B_nh3,2.083333333333333,0.0145151925682214,-1.8381771981539616,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.1091666666666666,B_nh3,2.083333333333333,0.0144369586140519,-1.8405242885014983,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.1149999999999999,B_nh3,2.083333333333333,0.0143595634692705,-1.8428587624452943,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.1208333333333333,B_nh3,2.083333333333333,0.0142829937154827,-1.845180754895359,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.1266666666666666,B_nh3,2.083333333333333,0.0142072362189808,-1.8474903986092608,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.1324999999999999,B_nh3,2.083333333333333,0.0141322781232334,-1.8497878242376875,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.1383333333333333,B_nh3,2.083333333333333,0.014058106841612,-1.8520731603687888,significant,0.015625,0.02,0.0416666666666666,0.78125,78.125
lysine,0.1441666666666666,B_nh3,2.083333333333333,0.0139847100503449,-1.8543465335713696,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
lysine,0.15,B_nh3,2.083333333333333,0.0139120756816917,-1.8566080684369364,significant,0.0156249999999999,0.02,0.0416666666666666,0.781249999999995,78.1249999999995
phenylalanine,0.0,A_no_nh3,2.083333333333333,0.0,,below_threshold,0.0,0.02,0.0416666666666666,0.0,0.0
phenylalanine,0.01,B_nh3,2.083333333333333,0.0112815884476534,-1.947629747384356,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.0158333333333333,B_nh3,2.083333333333333,0.0112166305241905,-1.950137585550744,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.0216666666666666,B_nh3,2.083333333333333,0.0111524163568773,-1.9526310252827463,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.0274999999999999,B_nh3,2.083333333333333,0.0110889332446218,-1.9551102309705544,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.0333333333333333,B_nh3,2.083333333333333,0.01102616877389,-1.9575753642050044,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.0391666666666666,B_nh3,2.083333333333333,0.0109641108106132,-1.960026583840797,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.045,B_nh3,2.083333333333333,0.010902747492368,-1.9624640460579044,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.0508333333333333,B_nh3,2.083333333333333,0.0108420672208167,-1.9648879044212924,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.0566666666666666,B_nh3,2.083333333333333,0.010782058654399,-1.967298309938978,significant,0.0113636363636362,0.02,0.0416666666666666,0.5681818181818099,56.81818181818099
phenylalanine,0.0624999999999999,B_nh3,2.083333333333333,0.0107227107012652,-1.9696954111184768,significant,0.0113636363636362,0.02,0.0416666666666666,0.5681818181818099,56.81818181818099
phenylalanine,0.0683333333333333,B_nh3,2.083333333333333,0.0106640125124413,-1.972079354021708,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.0741666666666666,B_nh3,2.083333333333333,0.0106059534752174,-1.9744502823184056,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.0799999999999999,B_nh3,2.083333333333333,0.010548523206751,-1.9768083373380685,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.0858333333333333,B_nh3,2.083333333333333,0.0104917115478771,-1.979153658120508,significant,0.0113636363636362,0.02,0.0416666666666666,0.5681818181818099,56.81818181818099
phenylalanine,0.0916666666666666,B_nh3,2.083333333333333,0.010435508557117,-1.9814863814650483,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.0974999999999999,B_nh3,2.083333333333333,0.0103799045048785,-1.9838066419784173,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.1033333333333333,B_nh3,2.083333333333333,0.0103248898678414,-1.9861145721213287,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.1091666666666666,B_nh3,2.083333333333333,0.0102704553235193,-1.988410302253889,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.1149999999999999,B_nh3,2.083333333333333,0.0102165917449938,-1.9906939606797545,significant,0.0113636363636362,0.02,0.0416666666666666,0.5681818181818099,56.81818181818099
phenylalanine,0.1208333333333333,B_nh3,2.083333333333333,0.0101632901958127,-1.992965673689172,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.1266666666666666,B_nh3,2.083333333333333,0.0101105419250471,-1.9952255656008948,significant,0.0113636363636362,0.02,0.0416666666666666,0.5681818181818099,56.81818181818099
phenylalanine,0.1324999999999999,B_nh3,2.083333333333333,0.0100583383625025,-1.997473758802981,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.1383333333333333,B_nh3,2.083333333333333,0.010006671114076,-1.9997103737926003,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
phenylalanine,0.1441666666666666,B_nh3,2.083333333333333,0.0099555319572575,-2.001935529214755,significant,0.0113636363636362,0.02,0.0416666666666666,0.5681818181818099,56.81818181818099
phenylalanine,0.15,B_nh3,2.083333333333333,0.009904912836767,-2.0041493419000607,significant,0.0113636363636363,0.02,0.0416666666666666,0.568181818181815,56.8181818181815
proline,0.0,A_no_nh3,2.083333333333333,0.0203735144312393,-1.6909340487394786,significant,0.0199999999999999,0.02,0.0416666666666666,0.999999999999995,99.9999999999995
proline,0.01,B_nh3,2.083333333333333,0.0201680672268907,-1.695335719680926,significant,0.0199999999999999,0.02,0.0416666666666666,0.999999999999995,99.9999999999995
proline,0.0158333333333333,B_nh3,2.083333333333333,0.0200501253132832,-1.6978829086948048,significant,0.0199999999999999,0.02,0.0416666666666666,0.999999999999995,99.9999999999995
proline,0.0216666666666666,B_nh3,2.083333333333333,0.0199335548172757,-1.7004152452102008,significant,0.0199999999999999,0.02,0.0416666666666666,0.999999999999995,99.9999999999995
proline,0.0274999999999999,B_nh3,2.083333333333333,0.0198183319570602,-1.702932901431448,significant,0.0199999999999999,0.02,0.0416666666666666,0.999999999999995,99.9999999999995
proline,0.0333333333333333,B_nh3,2.083333333333333,0.0197044334975369,-1.7054360465852516,significant,0.0199999999999999,0.02,0.0416666666666666,0.999999999999995,99.9999999999995
proline,0.0391666666666666,B_nh3,2.083333333333333,0.0195918367346938,-1.707924846988947,significant,0.0199999999999999,0.02,0.0416666666666666,0.999999999999995,99.9999999999995
