amino_acid,NH3_frac,source_batch,ratio_snap,X_eq,log10_X_eq,formation_call,n_eq_mol,HCN_mol,C2H2_mol,yield_fraction_HCN,yield_pct_HCN
alanine,0.1149999999999999,B_nh3,2.083333333333333,0.017910447761194,-1.7468935566532022,significant,0.0199999999999999,0.02,0.0416666666666666,0.999999999999995,99.9999999999995
alanine,0.1208333333333333,B_nh3,2.083333333333333,0.0178173719376391,-1.749156354011382,significant,0.0199999999999999,0.02,0.0416666666666666,0.999999999999995,99.9999999999995
alanine,0.1266666666666666,B_nh3,2.083333333333333,0.017725258493353,-1.7514074226375205,significant,0.0199999999999999,0.02,0.0416666666666666,0.999999999999995,99.9999999999995
alanine,0.1324999999999999,B_nh3,2.083333333333333,0.017634092578986,-1.7536468834917296,significant,0.0199999999999999,0.02,0.0416666666666666,0.999999999999995,99.9999999999995
alanine,0.1383333333333333,B_nh3,2.083333333333333,0.0175438596491228,-1.7558748556724917,significant,0.0199999999999999,0.02,0.0416666666666666,0.999999999999995,99.9999999999995
alanine,0.1441666666666666,B_nh3,2.083333333333333,0.0174545454545454,-1.7580914564546768,significant,0.0199999999999999,0.02,0.0416666666666666,0.999999999999995,99.9999999999995
alanine,0.15,B_nh3,2.083333333333333,0.0173661360347322,-1.7602968013265754,significant,0.0199999999999999,0.02,0.0416666666666666,0.999999999999995,99.9999999999995
arginine,0.0,A_no_nh3,2.083333333333333,0.0,,below_threshold,0.0,0.02,0.0416666666666666,0.0,0.0
arginine,0.01,B_nh3,2.083333333333333,0.0073409461663947,-2.134247960743076,significant,0.0074999999999999,0.02,0.0416666666666666,0.374999999999995,37.4999999999995
arginine,0.0158333333333333,B_nh3,2.083333333333333,0.0072992700729927,-2.1367205671564067,significant,0.0074999999999999,0.02,0.0416666666666666,0.374999999999995,37.4999999999995
arginine,0.0216666666666666,B_nh3,2.083333333333333,0.007258064516129,-2.139179175722912,significant,0.0074999999999999,0.02,0.0416666666666666,0.374999999999995,37.4999999999995
