cantera_name,T_split_K,rmse_J_mol,max_abs_residual_J_mol,mean_abs_residual_J_mol
Adenine(aq),500.0,292.43483095772064,1205.7391362899507,149.14075631805923
Alanine(aq),500.0,42.1593319418053,182.34229129710002,20.674398444378504
C2H2(aq),500.0,115.63282070032018,485.35295756853884,58.03136530199615
Cytosine(aq),500.0,27.97062996184676,128.22121001413325,12.608366263609767
H2O(l),500.0,0.06655279982638442,0.28946073254337534,0.03979467519782606
HCN(aq),500.0,25.761471698917354,111.70609307460836,12.638829639537251
NH3(aq),500.0,9.646751257053031,44.147853462869534,4.349409748777314
