scenario,model_mode,yaml_file,target_product,T_C,T_K,P_Pa,species,X_initial,X_eq,initial_moles,solver_status,error_message,case_id,model_id,target_variant,runtime_seconds,study_id,substudy_id,H2O_mol,HCN_mol,C2H2_mol,NH3_mol,C2H2_over_HCN,deltaG_offset_kJ_mol,n_total_eq_mol,n_eq_mol,element_balance_relative_spread,element_total_mole_estimates
GLU_NH3DG_000257,single_product_sensitivity,M_6a660bb9f9b0.yaml,Glutamine(aq),0.0,273.15,101325.0,H2O(l),0.8290728202293769,0.8395740577361046,1.0,ok,,GLU_NH3DG_000257,M_6a660bb9f9b0,Glutamine__dG_m080(aq),0.0010842500050785,glutamine,nh3_deltaG_landscape,1.0,0.02,0.042,0.1441666666666666,2.1,-80.0,1.1604523809523817,0.974285714285715,3.2528334171089323e-15,C:1.16045238e+00;H:1.16045238e+00;N:1.16045238e+00;O:1.16045238e+00
GLU_NH3DG_000257,single_product_sensitivity,M_6a660bb9f9b0.yaml,Glutamine(aq),0.0,273.15,101325.0,HCN(aq),0.0165814564045875,2.455306119861955e-40,0.02,ok,,GLU_NH3DG_000257,M_6a660bb9f9b0,Glutamine__dG_m080(aq),0.0010842500050785,glutamine,nh3_deltaG_landscape,1.0,0.02,0.042,0.1441666666666666,2.1,-80.0,1.1604523809523817,2.8492658327607596e-40,3.2528334171089323e-15,C:1.16045238e+00;H:1.16045238e+00;N:1.16045238e+00;O:1.16045238e+00
GLU_NH3DG_000257,single_product_sensitivity,M_6a660bb9f9b0.yaml,Glutamine(aq),0.0,273.15,101325.0,C2H2(aq),0.0348210584496338,0.0263444059172326,0.042,ok,,GLU_NH3DG_000257,M_6a660bb9f9b0,Glutamine__dG_m080(aq),0.0010842500050785,glutamine,nh3_deltaG_landscape,1.0,0.02,0.042,0.1441666666666666,2.1,-80.0,1.1604523809523817,0.030571428571428583,3.2528334171089323e-15,C:1.16045238e+00;H:1.16045238e+00;N:1.16045238e+00;O:1.16045238e+00
GLU_NH3DG_000257,single_product_sensitivity,M_6a660bb9f9b0.yaml,Glutamine(aq),0.0,273.15,101325.0,NH3(aq),0.1195246649164018,0.1266952543137938,0.1441666666666666,ok,,GLU_NH3DG_000257,M_6a660bb9f9b0,Glutamine__dG_m080(aq),0.0010842500050785,glutamine,nh3_deltaG_landscape,1.0,0.02,0.042,0.1441666666666666,2.1,-80.0,1.1604523809523817,0.14702380952380953,3.2528334171089323e-15,C:1.16045238e+00;H:1.16045238e+00;N:1.16045238e+00;O:1.16045238e+00
GLU_NH3DG_000257,single_product_sensitivity,M_6a660bb9f9b0.yaml,Glutamine(aq),0.0,273.15,101325.0,Glutamine__dG_m080(aq),0.0,0.0073862820328689,0.0,ok,,GLU_NH3DG_000257,M_6a660bb9f9b0,Glutamine__dG_m080(aq),0.0010842500050785,glutamine,nh3_deltaG_landscape,1.0,0.02,0.042,0.1441666666666666,2.1,-80.0,1.1604523809523817,0.008571428571428513,3.2528334171089323e-15,C:1.16045238e+00;H:1.16045238e+00;N:1.16045238e+00;O:1.16045238e+00
GLU_NH3DG_000258,single_product_sensitivity,M_50f76385d12b.yaml,Glutamine(aq),0.0,273.15,101325.0,H2O(l),0.8290728202293769,0.8395740577361046,1.0,ok,,GLU_NH3DG_000258,M_50f76385d12b,Glutamine__dG_m040(aq),0.0010861659975489,glutamine,nh3_deltaG_landscape,1.0,0.02,0.042,0.1441666666666666,2.1,-40.0,1.1604523809523817,0.974285714285715,3.2528334171089323e-15,C:1.16045238e+00;H:1.16045238e+00;N:1.16045238e+00;O:1.16045238e+00
GLU_NH3DG_000258,single_product_sensitivity,M_50f76385d12b.yaml,Glutamine(aq),0.0,273.15,101325.0,HCN(aq),0.0165814564045875,4.658872243401989e-37,0.02,ok,,GLU_NH3DG_000258,M_50f76385d12b,Glutamine__dG_m040(aq),0.0010861659975489,glutamine,nh3_deltaG_landscape,1.0,0.02,0.042,0.1441666666666666,2.1,-40.0,1.1604523809523817,5.4063993874088015e-37,3.2528334171089323e-15,C:1.16045238e+00;H:1.16045238e+00;N:1.16045238e+00;O:1.16045238e+00
GLU_NH3DG_000258,single_product_sensitivity,M_50f76385d12b.yaml,Glutamine(aq),0.0,273.15,101325.0,C2H2(aq),0.0348210584496338,0.0263444059172326,0.042,ok,,GLU_NH3DG_000258,M_50f76385d12b,Glutamine__dG_m040(aq),0.0010861659975489,glutamine,nh3_deltaG_landscape,1.0,0.02,0.042,0.1441666666666666,2.1,-40.0,1.1604523809523817,0.030571428571428583,3.2528334171089323e-15,C:1.16045238e+00;H:1.16045238e+00;N:1.16045238e+00;O:1.16045238e+00
GLU_NH3DG_000258,single_product_sensitivity,M_50f76385d12b.yaml,Glutamine(aq),0.0,273.15,101325.0,NH3(aq),0.1195246649164018,0.1266952543137938,0.1441666666666666,ok,,GLU_NH3DG_000258,M_50f76385d12b,Glutamine__dG_m040(aq),0.0010861659975489,glutamine,nh3_deltaG_landscape,1.0,0.02,0.042,0.1441666666666666,2.1,-40.0,1.1604523809523817,0.14702380952380953,3.2528334171089323e-15,C:1.16045238e+00;H:1.16045238e+00;N:1.16045238e+00;O:1.16045238e+00
GLU_NH3DG_000258,single_product_sensitivity,M_50f76385d12b.yaml,Glutamine(aq),0.0,273.15,101325.0,Glutamine__dG_m040(aq),0.0,0.0073862820328689,0.0,ok,,GLU_NH3DG_000258,M_50f76385d12b,Glutamine__dG_m040(aq),0.0010861659975489,glutamine,nh3_deltaG_landscape,1.0,0.02,0.042,0.1441666666666666,2.1,-40.0,1.1604523809523817,0.008571428571428513,3.2528334171089323e-15,C:1.16045238e+00;H:1.16045238e+00;N:1.16045238e+00;O:1.16045238e+00
