study_id,substudy_id,target_product,target_variant,model_id,T_C,P_Pa,runtime_seconds,H2O_mol,HCN_mol,C2H2_mol,NH3_mol,C2H2_over_HCN,deltaG_offset_kJ_mol,case_id,X_eq,log10_X_eq,n_eq_mol,log10_n_eq_mol,formed_bool,formation_call,solver_status,error_message,element_balance_relative_spread,suspect_balance,amino_acid
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0008821660012472,1.0,0.02,0.0208333333333333,0.0,1.0416666666666667,0.0,ASP_INV_000006,0.0,,0.0,,False,below_threshold,ok,,3.8400027753248004e-15,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0008992910006782,1.0,0.02,0.025,0.0,1.25,0.0,ASP_INV_000007,0.0,,0.0,,False,below_threshold,ok,,2.3373116307898006e-15,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0008945000008679,1.0,0.02,0.0291666666666666,0.0,1.4583333333333337,0.0,ASP_INV_000008,0.0,,0.0,,False,below_threshold,ok,,2.962946276998033e-15,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0008535419910913,1.0,0.02,0.0333333333333333,0.0,1.6666666666666667,0.0,ASP_INV_000009,0.0,,0.0,,False,below_threshold,ok,,8.432073604748025e-16,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0008675420103827,1.0,0.02,0.0375,0.0,1.875,0.0,ASP_INV_000010,0.0,,0.0,,False,below_threshold,ok,,1.4697988032862584e-15,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0008758750045672,1.0,0.02,0.0416666666666666,0.0,2.083333333333333,0.0,ASP_INV_000011,0.0,,0.0,,False,below_threshold,ok,,3.555502308061724e-15,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0010005840013036,1.0,0.02,0.0458333333333333,0.0,2.291666666666667,0.0,ASP_INV_000012,0.0,,0.0,,False,below_threshold,ok,,4.791580215739532e-15,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0009100000024773,1.0,0.02,0.05,0.0,2.5,0.0,ASP_INV_000013,0.0,,0.0,,False,below_threshold,ok,,1.4526282565188959e-15,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0009013749950099,1.0,0.02,0.0541666666666666,0.0,2.708333333333333,0.0,ASP_INV_000014,0.0,,0.0,,False,below_threshold,ok,,1.8604202740033653e-15,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0008493750065099,1.0,0.02,0.0583333333333333,0.0,2.916666666666667,0.0,ASP_INV_000015,0.0,,0.0,,False,below_threshold,ok,,1.0295731294823705e-15,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0008632079989183,1.0,0.02,0.0625,0.0,3.125,0.0,ASP_INV_000016,0.0,,0.0,,False,below_threshold,ok,,4.10244073764492e-16,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0008877080108504,1.0,0.02,0.0666666666666666,0.0,3.333333333333333,0.0,ASP_INV_000017,0.0,,0.0,,False,below_threshold,ok,,1.6346842080370401e-15,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0008525829907739,1.0,0.02,0.0708333333333333,0.0,3.541666666666667,0.0,ASP_INV_000018,0.0,,0.0,,False,below_threshold,ok,,4.885320566723376e-15,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0012564169883262,1.0,0.02,0.075,0.0,3.75,0.0,ASP_INV_000019,0.0,,0.0,,False,below_threshold,ok,,2.0278046111875007e-16,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0009390000050188,1.0,0.02,0.0791666666666666,0.0,3.9583333333333335,0.0,ASP_INV_000020,0.0,,0.0,,False,below_threshold,ok,,1.212070625822764e-15,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0009077080030692,1.0,0.02,0.0833333333333333,0.0,4.166666666666667,0.0,ASP_INV_000021,0.0,,0.0,,False,below_threshold,ok,,3.018733299585017e-15,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0008823340031085,1.0,0.02,0.0875,0.0,4.375,0.0,ASP_INV_000022,0.0,,0.0,,False,below_threshold,ok,,5.212785307495089e-15,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0008960830018622,1.0,0.02,0.0916666666666666,0.0,4.583333333333334,0.0,ASP_INV_000023,0.0,,0.0,,False,below_threshold,ok,,1.5979221943630437e-15,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0008566250035073,1.0,0.02,0.0958333333333333,0.0,4.791666666666667,0.0,ASP_INV_000024,0.0,,0.0,,False,below_threshold,ok,,3.780893944951988e-15,False,asparagine
asparagine,inventory_landscape,Asparagine(aq),Asparagine(aq),M_c354fc1b9c8e,0.0,101325.0,0.0012646249961107,1.0,0.02,0.1,0.0,5.0,0.0,ASP_INV_000025,0.0,,0.0,,False,below_threshold,ok,,3.1720657846433026e-15,False,asparagine
asparticacid,deltaG_sweep,AsparticAcid(aq),AsparticAcid__dG_m200(aq),M_aa62807504ef,0.0,101325.0,0.0044864579977001,1.0,0.02,0.042,0.0,2.1,-200.0,ASP_DG_000001,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,asparticacid
asparticacid,deltaG_sweep,AsparticAcid(aq),AsparticAcid__dG_m160(aq),M_14b3d9f882bb,0.0,101325.0,0.0047582920087734,1.0,0.02,0.042,0.0,2.1,-160.0,ASP_DG_000002,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,asparticacid
asparticacid,deltaG_sweep,AsparticAcid(aq),AsparticAcid__dG_m120(aq),M_1063b90802d3,0.0,101325.0,0.0046534590073861,1.0,0.02,0.042,0.0,2.1,-120.0,ASP_DG_000003,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,asparticacid
asparticacid,deltaG_sweep,AsparticAcid(aq),AsparticAcid__dG_m080(aq),M_1dec64a15217,0.0,101325.0,0.0047867499961284,1.0,0.02,0.042,0.0,2.1,-80.0,ASP_DG_000004,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,asparticacid
asparticacid,deltaG_sweep,AsparticAcid(aq),AsparticAcid__dG_m040(aq),M_cf89d0e8e894,0.0,101325.0,0.0046157920005498,1.0,0.02,0.042,0.0,2.1,-40.0,ASP_DG_000005,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,asparticacid
asparticacid,deltaG_sweep,AsparticAcid(aq),AsparticAcid__dG_000(aq),M_2936ebb3ccd6,0.0,101325.0,0.0045714579900959,1.0,0.02,0.042,0.0,2.1,0.0,ASP_DG_000006,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,asparticacid
asparticacid,deltaG_sweep,AsparticAcid(aq),AsparticAcid__dG_p040(aq),M_20c07d505589,0.0,101325.0,0.0047870409907773,1.0,0.02,0.042,0.0,2.1,40.0,ASP_DG_000007,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,asparticacid
asparticacid,deltaG_sweep,AsparticAcid(aq),AsparticAcid__dG_p080(aq),M_d2e525d1778e,0.0,101325.0,0.0045315409952308,1.0,0.02,0.042,0.0,2.1,80.0,ASP_DG_000008,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,asparticacid
asparticacid,deltaG_sweep,AsparticAcid(aq),AsparticAcid__dG_p120(aq),M_10b9a4847049,0.0,101325.0,0.0044679589918814,1.0,0.02,0.042,0.0,2.1,120.0,ASP_DG_000009,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,asparticacid
asparticacid,deltaG_sweep,AsparticAcid(aq),AsparticAcid__dG_p160(aq),M_677232a1e361,0.0,101325.0,0.0045119169953977,1.0,0.02,0.042,0.0,2.1,160.0,ASP_DG_000010,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,asparticacid
asparticacid,deltaG_sweep,AsparticAcid(aq),AsparticAcid__dG_p200(aq),M_730a58f059e5,0.0,101325.0,0.0045317080075619,1.0,0.02,0.042,0.0,2.1,200.0,ASP_DG_000011,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0058435829996597,1.0,0.02,0.0,0.0,0.0,0.0,ASP_INV_000001,0.0,,0.0,,False,below_threshold,ok,,0.0,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0009605419909348,1.0,0.02,0.0041666666666666,0.0,0.2083333333333333,0.0,ASP_INV_000002,0.0,,0.0,,False,below_threshold,ok,,1.0840257360050348e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.00088350000442,1.0,0.02,0.0083333333333333,0.0,0.4166666666666667,0.0,ASP_INV_000003,0.0,,0.0,,False,below_threshold,ok,,5.182240374263281e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008939590043155,1.0,0.02,0.0125,0.0,0.625,0.0,ASP_INV_000004,0.0,,0.0,,False,below_threshold,ok,,3.2258296115016613e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008580829889979,1.0,0.02,0.0166666666666666,0.0,0.8333333333333334,0.0,ASP_INV_000005,0.0,,0.0,,False,below_threshold,ok,,1.4993365605870281e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008547920006094,1.0,0.02,0.0208333333333333,0.0,1.0416666666666667,0.0,ASP_INV_000006,0.0,,0.0,,False,below_threshold,ok,,3.8400027753248004e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0010498329938855,1.0,0.02,0.025,0.0,1.25,0.0,ASP_INV_000007,0.0,,0.0,,False,below_threshold,ok,,2.3373116307898006e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008804160024737,1.0,0.02,0.0291666666666666,0.0,1.4583333333333337,0.0,ASP_INV_000008,0.0,,0.0,,False,below_threshold,ok,,2.962946276998033e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008695839933352,1.0,0.02,0.0333333333333333,0.0,1.6666666666666667,0.0,ASP_INV_000009,0.0,,0.0,,False,below_threshold,ok,,8.432073604748025e-16,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0009097080037463,1.0,0.02,0.0375,0.0,1.875,0.0,ASP_INV_000010,0.0,,0.0,,False,below_threshold,ok,,1.4697988032862584e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008891670004231,1.0,0.02,0.0416666666666666,0.0,2.083333333333333,0.0,ASP_INV_000011,0.0,,0.0,,False,below_threshold,ok,,3.555502308061724e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008535829983884,1.0,0.02,0.0458333333333333,0.0,2.291666666666667,0.0,ASP_INV_000012,0.0,,0.0,,False,below_threshold,ok,,4.791580215739532e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008361249929293,1.0,0.02,0.05,0.0,2.5,0.0,ASP_INV_000013,0.0,,0.0,,False,below_threshold,ok,,1.4526282565188959e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0009639170020818,1.0,0.02,0.0541666666666666,0.0,2.708333333333333,0.0,ASP_INV_000014,0.0,,0.0,,False,below_threshold,ok,,1.8604202740033653e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008533330110367,1.0,0.02,0.0583333333333333,0.0,2.916666666666667,0.0,ASP_INV_000015,0.0,,0.0,,False,below_threshold,ok,,1.0295731294823705e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008465410064673,1.0,0.02,0.0625,0.0,3.125,0.0,ASP_INV_000016,0.0,,0.0,,False,below_threshold,ok,,4.10244073764492e-16,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008469160093227,1.0,0.02,0.0666666666666666,0.0,3.333333333333333,0.0,ASP_INV_000017,0.0,,0.0,,False,below_threshold,ok,,1.6346842080370401e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008363750093849,1.0,0.02,0.0708333333333333,0.0,3.541666666666667,0.0,ASP_INV_000018,0.0,,0.0,,False,below_threshold,ok,,4.885320566723376e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008435000054305,1.0,0.02,0.075,0.0,3.75,0.0,ASP_INV_000019,0.0,,0.0,,False,below_threshold,ok,,2.0278046111875007e-16,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008547500037821,1.0,0.02,0.0791666666666666,0.0,3.9583333333333335,0.0,ASP_INV_000020,0.0,,0.0,,False,below_threshold,ok,,1.212070625822764e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008417079952778,1.0,0.02,0.0833333333333333,0.0,4.166666666666667,0.0,ASP_INV_000021,0.0,,0.0,,False,below_threshold,ok,,3.018733299585017e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0009086670033866,1.0,0.02,0.0875,0.0,4.375,0.0,ASP_INV_000022,0.0,,0.0,,False,below_threshold,ok,,5.212785307495089e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008544160082237,1.0,0.02,0.0916666666666666,0.0,4.583333333333334,0.0,ASP_INV_000023,0.0,,0.0,,False,below_threshold,ok,,1.5979221943630437e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008464999991701,1.0,0.02,0.0958333333333333,0.0,4.791666666666667,0.0,ASP_INV_000024,0.0,,0.0,,False,below_threshold,ok,,3.780893944951988e-15,False,asparticacid
asparticacid,inventory_landscape,AsparticAcid(aq),AsparticAcid(aq),M_6af61cbef57b,0.0,101325.0,0.0008370840077986,1.0,0.02,0.1,0.0,5.0,0.0,ASP_INV_000025,0.0,,0.0,,False,below_threshold,ok,,3.1720657846433026e-15,False,asparticacid
glutamicacid,deltaG_sweep,GlutamicAcid(aq),GlutamicAcid__dG_m200(aq),M_70a6c8e22371,0.0,101325.0,0.0048225840000668,1.0,0.02,0.042,0.0,2.1,-200.0,GLU_DG_000001,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,glutamicacid
glutamicacid,deltaG_sweep,GlutamicAcid(aq),GlutamicAcid__dG_m160(aq),M_3780cf991826,0.0,101325.0,0.0045363340032054,1.0,0.02,0.042,0.0,2.1,-160.0,GLU_DG_000002,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,glutamicacid
glutamicacid,deltaG_sweep,GlutamicAcid(aq),GlutamicAcid__dG_m120(aq),M_811376ff5945,0.0,101325.0,0.0044823750067735,1.0,0.02,0.042,0.0,2.1,-120.0,GLU_DG_000003,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,glutamicacid
glutamicacid,deltaG_sweep,GlutamicAcid(aq),GlutamicAcid__dG_m080(aq),M_8ee64ac99f91,0.0,101325.0,0.0046662500099046,1.0,0.02,0.042,0.0,2.1,-80.0,GLU_DG_000004,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,glutamicacid
glutamicacid,deltaG_sweep,GlutamicAcid(aq),GlutamicAcid__dG_m040(aq),M_19899125be23,0.0,101325.0,0.0045857910008635,1.0,0.02,0.042,0.0,2.1,-40.0,GLU_DG_000005,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,glutamicacid
glutamicacid,deltaG_sweep,GlutamicAcid(aq),GlutamicAcid__dG_000(aq),M_09fa0120f07d,0.0,101325.0,0.0048059170076157,1.0,0.02,0.042,0.0,2.1,0.0,GLU_DG_000006,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,glutamicacid
glutamicacid,deltaG_sweep,GlutamicAcid(aq),GlutamicAcid__dG_p040(aq),M_d95427c597eb,0.0,101325.0,0.0044900420034537,1.0,0.02,0.042,0.0,2.1,40.0,GLU_DG_000007,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,glutamicacid
glutamicacid,deltaG_sweep,GlutamicAcid(aq),GlutamicAcid__dG_p080(aq),M_7de23c8ed6e8,0.0,101325.0,0.0044705839973175,1.0,0.02,0.042,0.0,2.1,80.0,GLU_DG_000008,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,glutamicacid
glutamicacid,deltaG_sweep,GlutamicAcid(aq),GlutamicAcid__dG_p120(aq),M_cb4a3b575cfd,0.0,101325.0,0.0047968750004656,1.0,0.02,0.042,0.0,2.1,120.0,GLU_DG_000009,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,glutamicacid
glutamicacid,deltaG_sweep,GlutamicAcid(aq),GlutamicAcid__dG_p160(aq),M_1ddad49816ef,0.0,101325.0,0.0044757909927284,1.0,0.02,0.042,0.0,2.1,160.0,GLU_DG_000010,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,glutamicacid
glutamicacid,deltaG_sweep,GlutamicAcid(aq),GlutamicAcid__dG_p200(aq),M_06a4c136b2e8,0.0,101325.0,0.0044486669939942,1.0,0.02,0.042,0.0,2.1,200.0,GLU_DG_000011,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0053454589942703,1.0,0.02,0.0,0.0,0.0,0.0,GLU_INV_000001,0.0,,0.0,,False,below_threshold,ok,,0.0,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0009637909970479,1.0,0.02,0.0041666666666666,0.0,0.2083333333333333,0.0,GLU_INV_000002,0.0,,0.0,,False,below_threshold,ok,,1.0840257360050348e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.000890374998562,1.0,0.02,0.0083333333333333,0.0,0.4166666666666667,0.0,GLU_INV_000003,0.0,,0.0,,False,below_threshold,ok,,5.182240374263281e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0008827499987091,1.0,0.02,0.0125,0.0,0.625,0.0,GLU_INV_000004,0.0,,0.0,,False,below_threshold,ok,,3.2258296115016613e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0009919160074787,1.0,0.02,0.0166666666666666,0.0,0.8333333333333334,0.0,GLU_INV_000005,0.0,,0.0,,False,below_threshold,ok,,1.4993365605870281e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0008653749973746,1.0,0.02,0.0208333333333333,0.0,1.0416666666666667,0.0,GLU_INV_000006,0.0,,0.0,,False,below_threshold,ok,,3.8400027753248004e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0008475840004393,1.0,0.02,0.025,0.0,1.25,0.0,GLU_INV_000007,0.0,,0.0,,False,below_threshold,ok,,2.3373116307898006e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0008564589952584,1.0,0.02,0.0291666666666666,0.0,1.4583333333333337,0.0,GLU_INV_000008,0.0,,0.0,,False,below_threshold,ok,,2.962946276998033e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.000843249988975,1.0,0.02,0.0333333333333333,0.0,1.6666666666666667,0.0,GLU_INV_000009,0.0,,0.0,,False,below_threshold,ok,,8.432073604748025e-16,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0008374169992748,1.0,0.02,0.0375,0.0,1.875,0.0,GLU_INV_000010,0.0,,0.0,,False,below_threshold,ok,,1.4697988032862584e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0008523750002495,1.0,0.02,0.0416666666666666,0.0,2.083333333333333,0.0,GLU_INV_000011,0.0,,0.0,,False,below_threshold,ok,,3.555502308061724e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0008622919995104,1.0,0.02,0.0458333333333333,0.0,2.291666666666667,0.0,GLU_INV_000012,0.0,,0.0,,False,below_threshold,ok,,4.791580215739532e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0010960829968098,1.0,0.02,0.05,0.0,2.5,0.0,GLU_INV_000013,0.0,,0.0,,False,below_threshold,ok,,1.4526282565188959e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0008970409980975,1.0,0.02,0.0541666666666666,0.0,2.708333333333333,0.0,GLU_INV_000014,0.0,,0.0,,False,below_threshold,ok,,1.8604202740033653e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0008790840074652,1.0,0.02,0.0583333333333333,0.0,2.916666666666667,0.0,GLU_INV_000015,0.0,,0.0,,False,below_threshold,ok,,1.0295731294823705e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0008669169910717,1.0,0.02,0.0625,0.0,3.125,0.0,GLU_INV_000016,0.0,,0.0,,False,below_threshold,ok,,4.10244073764492e-16,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0008701249898876,1.0,0.02,0.0666666666666666,0.0,3.333333333333333,0.0,GLU_INV_000017,0.0,,0.0,,False,below_threshold,ok,,1.6346842080370401e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0008518749964423,1.0,0.02,0.0708333333333333,0.0,3.541666666666667,0.0,GLU_INV_000018,0.0,,0.0,,False,below_threshold,ok,,4.885320566723376e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0008570420031901,1.0,0.02,0.075,0.0,3.75,0.0,GLU_INV_000019,0.0,,0.0,,False,below_threshold,ok,,2.0278046111875007e-16,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0009084579942282,1.0,0.02,0.0791666666666666,0.0,3.9583333333333335,0.0,GLU_INV_000020,0.0,,0.0,,False,below_threshold,ok,,1.212070625822764e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.000843582995003,1.0,0.02,0.0833333333333333,0.0,4.166666666666667,0.0,GLU_INV_000021,0.0,,0.0,,False,below_threshold,ok,,3.018733299585017e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0009911660017678,1.0,0.02,0.0875,0.0,4.375,0.0,GLU_INV_000022,0.0,,0.0,,False,below_threshold,ok,,5.212785307495089e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0009058750001713,1.0,0.02,0.0916666666666666,0.0,4.583333333333334,0.0,GLU_INV_000023,0.0,,0.0,,False,below_threshold,ok,,1.5979221943630437e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0008613329991931,1.0,0.02,0.0958333333333333,0.0,4.791666666666667,0.0,GLU_INV_000024,0.0,,0.0,,False,below_threshold,ok,,3.780893944951988e-15,False,glutamicacid
glutamicacid,inventory_landscape,GlutamicAcid(aq),GlutamicAcid(aq),M_31a821d98b00,0.0,101325.0,0.0008472909976262,1.0,0.02,0.1,0.0,5.0,0.0,GLU_INV_000025,0.0,,0.0,,False,below_threshold,ok,,3.1720657846433026e-15,False,glutamicacid
glutamine,deltaG_sweep,Glutamine(aq),Glutamine__dG_m200(aq),M_cdac3fa3090e,0.0,101325.0,0.0048515829985262,1.0,0.02,0.042,0.0,2.1,-200.0,GLU_DG_000001,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,glutamine
glutamine,deltaG_sweep,Glutamine(aq),Glutamine__dG_m160(aq),M_554e404fce7e,0.0,101325.0,0.0045319159980863,1.0,0.02,0.042,0.0,2.1,-160.0,GLU_DG_000002,0.0,,0.0,,False,below_threshold,ok,,2.718060135617141e-15,False,glutamine
